iter	Passed	Remaining
178	136769	627305
179	137332	625626
180	137983	624356
181	138771	623707
182	139431	622487
183	140114	621378
184	141050	621386
185	141685	620066
186	142344	618855
187	143036	617795
188	143947	617679
189	144615	616520
190	145269	615302
191	145929	614118
192	146634	613131
193	147565	613082
194	148431	612754
195	149145	611802
196	150029	611541
197	151217	612506
198	151901	611420
199	152620	610483
200	153343	609557
201	154069	608652
202	154698	607361
203	155304	605990
204	155948	604775
205	156780	604291
206	157470	603255
207	158389	603098
208	159305	602921
209	159963	601768
210	160677	600828
211	161304	599564
212	162031	598679
213	162660	597435
214	163387	596554
215	164175	595894
216	165018	595434
217	165919	595180
218	166765	594719
219	167395	593494
220	168243	593038
221	168961	592127
222	169612	590980
223	170221	589695
224	170862	588524
225	171454	587194
226	172421	587143
227	173348	586952
228	174054	586008
229	174881	585473
230	175630	584674
231	176412	583986
232	177083	582932
233	177698	581698
234	178372	580659
235	179128	579891
236	179850	579013
237	180678	578473
238	181371	577505
239	182086	576607
240	182992	576311
241	183612	575117
242	184283	574086
243	184908	572913
244	185496	571631
245	186103	570413
246	186890	569749
247	187549	568699
248	188121	567385
249	188802	566406
250	189751	566229
251	190447	565297
252	191157	564405
253	191978	563842
254	192595	562680
255	193250	561634
256	193912	560612
257	194693	559932
258	195400	559042
259	196197	558407
260	197046	557921
261	197876	557378
262	198579	556476
263	199272	555547
264	199869	554354
265	200434	553078
266	201159	552246
267	201930	551541
268	202500	550290
269	203183	549348
270	203842	548343
271	204546	547461
272	205291	546692
273	206083	546047
274	206734	545027
275	207560	544469
276	208329	543763
277	209052	542933
278	209807	542189
279	210509	541310
280	211413	540947
281	212396	540782
282	213155	540043
283	213977	539464
284	214775	538821
285	215483	537954
286	216341	537462
287	216927	536293
288	217836	535922
289	218617	535235
290	219533	534877
291	220848	535482
292	221770	535126
293	222592	534525
294	223865	535000
295	224894	534885
296	226009	534965
297	227077	534928
298	228132	534852
299	229002	534340
300	229838	533744
301	230844	533540
302	231658	532891
303	232562	532445
304	233328	531683
305	234194	531147
306	235408	531393
307	236214	530715
308	236957	529895
309	237482	528589
310	238326	527995
311	239111	527272
312	239761	526249
313	240467	525352
314	241064	524218
315	242039	523908
316	242687	522888
317	243412	522035
318	244163	521239
319	244872	520354
320	245531	519364
321	246389	518795
322	247070	517854
323	247752	516915
324	248411	515932
325	249211	515241
326	249975	514474
327	250986	514216
328	251789	513528
329	252720	513098
330	253483	512327
331	254288	511640
332	255140	511046
333	256147	510760
334	257019	510203
335	257662	509189
336	258853	509258
337	259818	508876
338	261003	508917
339	261990	508569
340	263065	508387
341	264173	508264
342	265302	508174
343	266320	507867
344	267284	507453
345	268328	507187
346	269344	506865
347	270469	506740
348	271189	505858
349	272023	505186
350	272788	504386
351	273680	503820
352	274518	503154
353	275384	502537
354	276215	501855
355	277216	501481
356	278003	500718
357	278864	500087
358	279831	499643
359	280479	498629
360	281372	498052
361	282106	497192
362	282987	496592
363	283779	495833
364	284614	495152
365	285413	494404
366	286350	493895
367	287128	493112
368	287857	492244
369	288514	491254
370	289177	490276
371	289813	489255
372	290622	488526
373	291447	487824
374	292212	487020
375	293189	486569
376	294039	485905
377	294813	485116
378	295598	484344
379	296213	483295
380	296898	482361
381	297769	481731
382	298464	480816
383	299160	479902
384	299863	479002
385	300671	478270
386	301363	477353
387	302256	476755
388	303097	476072
389	304008	475501
390	304946	474968
391	305925	474496
392	306739	473768
393	307607	473122
394	308512	472532
395	309365	471859
396	310371	471421
397	311319	470890
398	312098	470103
399	312814	469221
400	313735	468647
401	314766	468234
402	315691	467662
403	316496	466910
404	317461	466393
405	318472	465942
406	319299	465220
407	320155	464539
408	320981	463813
409	322012	463384
410	322712	462476
411	323394	461543
412	324053	460579
413	324774	459705
414	325586	458958
415	326412	458233
416	327286	457573
417	328237	457019
418	328990	456189
419	329710	455314
420	330408	454409
421	331027	453398
422	331917	452757
423	332627	451871
424	333469	451164
425	334105	450179
426	334817	449299
427	335569	448471
428	336464	447834
429	337173	446951
430	337879	446063
431	338583	445174
432	339321	444330
433	340145	443599
434	340917	442800
435	341825	442177
436	342723	441541
437	343613	440892
438	344716	440514
439	345543	439782
440	346275	438929
441	347045	438124
442	347734	437218
443	348536	436455
444	349300	435644
445	350227	435035
446	351111	434372
447	352008	433724
448	352758	432895
449	353579	432152
450	354480	431507
451	355553	431069
452	356522	430502
453	357351	429766
454	358330	429209
455	359188	428505
456	359967	427707
457	360690	426843
458	361397	425961
459	362198	425190
460	362890	424291
461	363573	423382
462	364327	422556
463	365072	421721
464	365828	420899
465	366532	420017
466	367339	419255
467	368076	418411
468	368819	417575
469	369517	416690
470	370254	415848
471	371177	415215
472	371950	414413
473	372877	413783
474	373675	413009
475	374421	412178
476	375147	411325
477	375957	410564
478	376824	409865
479	377480	408936
480	378086	407955
481	378856	407153
482	379587	406307
483	380238	405378
484	381048	404618
485	381741	403734
486	382505	402927
487	383249	402097
488	384176	401460
489	384921	400632
490	385680	399819
491	386581	399153
492	387545	398550
493	388330	397763
494	389112	396973
495	389923	396212
496	390708	395425
497	391419	394563
498	392133	393705
499	392930	392930
500	393608	392037
501	394377	391234
502	395029	390317
503	395706	389425
504	396458	388608
505	397246	387825
506	398000	387010
507	398670	386113
508	399508	385380
509	400196	384502
510	400951	383689
511	401624	382798
512	402361	381968
513	403324	381353
514	404060	380523
515	404787	379684
516	405546	378875
517	406436	378189
518	407188	377374
519	407801	376431
520	408471	375543
521	409224	374730
522	409845	373797
523	410496	372893
524	411161	372003
525	411845	371131
526	412588	370311
527	413533	369673
528	414458	369017
529	415358	368336
530	416133	367544
531	416894	366741
532	417546	365842
533	418197	364943
534	418993	364172
535	419697	363320
536	420452	362513
537	421441	361906
538	422169	361076
539	422986	360321
540	423653	359439
541	424350	358584
542	425003	357691
543	425691	356829
544	426357	355950
545	427072	355111
546	427797	354282
547	428528	353457
548	429274	352646
549	430050	351859
550	430989	351205
551	431657	350330
552	432465	349569
553	433448	348949
554	434628	348485
555	435646	347890
556	436528	347185
557	437540	346582
558	438290	345771
559	438931	344874
560	439605	344004
561	440341	343183
562	441124	342400
563	442079	341749
564	442957	341038
565	443966	340426
566	444886	339745
567	445874	339115
568	446637	338313
569	447352	337476
570	448176	336720
571	448883	335877
572	449663	335089
573	450353	334234
574	451282	333556
575	452250	332906
576	453325	332334
577	454056	331508
578	454863	330738
579	455606	329922
580	456392	329136
581	457101	328296
582	457864	327494
583	458505	326606
584	459128	325706
585	459933	324935
586	460782	324195
587	461473	323345
588	462677	322853
589	463570	322142
590	464738	321620
591	465784	321013
592	466737	320340
593	467730	319694
594	468798	319098
595	469636	318344
596	470745	317772
597	471546	316992
598	472178	316099
599	473064	315376
600	473852	314587
601	474574	313755
602	475311	312933
603	476239	312236
604	476832	311320
605	477541	310480
606	478271	309655
607	479211	308965
608	480112	308249
609	480739	307357
610	481352	306458
611	482126	305662
612	482965	304906
613	483708	304090
614	484563	303344
615	485461	302625
616	486179	301793
617	486777	300888
618	487508	300065
619	488322	299294
620	489135	298522
621	490121	297855
622	491030	297140
623	492080	296509
624	493086	295851
625	493822	295031
626	494510	294182
627	495169	293316
628	495961	292530
629	496666	291692
630	497331	290832
631	498289	290143
632	499059	289344
633	500033	288662
634	500792	287856
635	501609	287084
636	502356	286272
637	503098	285457
638	503994	284729
639	504576	283824
640	505207	282947
641	505834	282069
642	506514	281222
643	507147	280348
644	507838	279507
645	508553	278680
646	509310	277877
647	510060	277070
648	510773	276242
649	511516	275432
650	512541	274772
651	513282	273960
652	513985	273128
653	514816	272364
654	515676	271615
655	516587	270893
656	517425	270132
657	518369	269425
658	519400	268763
659	520266	268015
660	520951	267174
661	521632	266331
662	522382	265524
663	523157	264730
664	524054	263997
665	524778	263177
666	525492	262352
667	526261	261555
668	527026	260756
669	527757	259940
670	528492	259126
671	529344	258370
672	530091	257563
673	530931	256800
674	531761	256033
675	532651	255294
676	533395	254485
677	534183	253697
678	534871	252862
679	535623	252058
680	536258	251198
681	537006	250393
682	537983	249693
683	538671	248860
684	539413	248051
685	540358	247335
686	541076	246516
687	541763	245683
688	542792	245005
689	543589	244221
690	544354	243423
691	545050	242594
692	545829	241803
693	546621	241017
694	547457	240251
695	548340	239504
696	549084	238698
697	549935	237937
698	550756	237163
699	551393	236311
700	552072	235477
701	553009	234753
702	553862	233993
703	554559	233167
704	555190	232313
705	555930	231506
706	556856	230776
707	557982	230128
708	558856	229375
709	559791	228647
710	560609	227870
711	561238	227017
712	561899	226178
713	562711	225399
714	563461	224596
715	564174	223778
716	565010	223009
717	565894	222259
718	566979	221587
719	568038	220903
720	568990	220177
721	569987	219468
722	570825	218697
723	571713	217945
724	572620	217200
725	573511	216449
726	574426	215706
727	575477	215013
728	576289	214230
729	577342	213537
730	578059	212719
731	578750	211892
732	579427	211060
733	580055	210210
734	580694	209366
735	581425	208554
736	582243	207774
737	583042	206987
738	583970	206246
739	584765	205457
740	585552	204666
741	586263	203849
742	586919	203012
743	587595	202183
744	588439	201412
745	589106	200580
746	589763	199745
747	590416	198910
748	591155	198104
749	591801	197267
750	592490	196444
751	593227	195638
752	594003	194845
753	594717	194032
754	595470	193232
755	596279	192450
756	596966	191628
757	597682	190816
758	598360	189993
759	599016	189163
760	599720	188348
761	600719	187626
762	601450	186820
763	602190	186016
764	602812	185177
765	603606	184391
766	604464	183624
767	605406	182883
768	606103	182067
769	606827	181260
770	607457	180425
771	608179	179617
772	608783	178776
773	609396	177937
774	610146	177139
775	610835	176323
776	611539	175512
777	612375	174739
778	613144	173947
779	613834	173132
780	614575	172332
781	615274	171521
782	615885	170686
783	616544	169864
784	617306	169071
785	617919	168237
786	618557	167411
787	619301	166614
788	620020	165810
789	620788	165019
790	621575	164234
791	622308	163434
792	623052	162637
793	623865	161859
794	624548	161046
795	625327	160259
796	626048	159457
797	626821	158669
798	627627	157888
799	628535	157133
800	629286	156339
801	629921	155516
802	630614	154708
803	631365	153915
804	632020	153098
805	632637	152272
806	633329	151465
807	634161	150691
808	634893	149894
809	635637	149100
810	636368	148302
811	637266	147544
812	637933	146732
813	638657	145934
814	639471	145156
815	640144	144346
816	640924	143560
817	641684	142770
818	642348	141959
819	643100	141168
820	643868	140380
821	644699	139606
822	645415	138807
823	646087	137999
824	646700	137178
825	647397	136376
826	648023	135560
827	648833	134781
828	649644	134003
829	650371	133208
830	651072	132408
831	652058	131665
832	652768	130867
833	653523	130077
834	654358	129304
835	655011	128495
836	655719	127696
837	656378	126889
838	657097	126093
839	657798	125294
840	658549	124505
841	659305	123717
842	660015	122921
843	660831	122144
844	661673	121372
845	662366	120572
846	663055	119772
847	663677	118961
848	664356	118159
849	664983	117349
850	665650	116547
851	666431	115765
852	667063	114957
853	667851	114176
854	668859	113432
855	669694	112658
856	670695	111912
857	671753	111176
858	672769	110431
859	673897	109704
860	674891	108954
861	675616	108161
862	676548	107401
863	677404	106628
864	678361	105871
865	679161	105089
866	679954	104306
867	680584	103499
868	681191	102688
869	681823	101881
870	682716	101114
871	683442	100321
872	684217	99536
873	684982	98750
874	685686	97955
875	686514	97177
876	687215	96382
877	687975	95595
878	688713	94805
879	689602	94036
880	690388	93253
881	691260	92481
882	692082	91702
883	692894	90922
884	693995	90180
885	695006	89425
886	695827	88645
887	696902	87897
888	697595	87101
889	698322	86309
890	699167	85532
891	699857	84736
892	700699	83958
893	701381	83161
894	702062	82364
895	702867	81582
896	703615	80794
897	704427	80012
898	705145	79221
899	705864	78429
900	706550	77634
901	707380	76855
902	708346	76090
903	709485	75343
904	710425	74575
905	711225	73791
906	711847	72989
907	712548	72196
908	713194	71397
909	713845	70600
910	714506	69803
911	715182	69008
912	715976	68225
913	716664	67432
914	717350	66639
915	718156	65857
916	718900	65069
917	719616	64279
918	720358	63491
919	721036	62698
920	721885	61920
921	722725	61141
922	723483	60355
923	724406	59583
924	725337	58811
925	726024	58019
926	726729	57228
927	727649	56455
928	728369	55666
929	729037	54873
930	729666	54078
931	730336	53286
932	731007	52494
933	732066	51730
934	733176	50969
935	733950	50184
936	734730	49400
937	735645	48624
938	736356	47835
939	737044	47045
940	737669	46251
941	738419	45465
942	739101	44675
943	739960	43895
944	740702	43109
945	741478	42325
946	742223	41539
947	743036	40757
948	743688	39966
949	744432	39180
950	745289	38400
951	745931	37610
952	746717	36826
953	747672	36051
954	748507	35269
955	749180	34481
956	750166	33706
957	750972	32923
958	751738	32138
959	752384	31349
960	753045	30560
961	753827	29776
962	754635	28994
963	755371	28208
964	756291	27430
965	757075	26646
966	757846	25862
967	758613	25078
968	759507	24297
969	760348	23515
970	761059	22729
971	761729	21942
972	762374	21155
973	763034	20368
974	763704	19582
975	764368	18795
976	765165	18013
977	766030	17231
978	766735	16446
979	767416	15661
980	768069	14875
981	768764	14091
982	769717	13311
983	770479	12528
984	771247	11744
985	772112	10963
986	773008	10181
987	773722	9397
988	774390	8613
989	775141	7829
990	775726	7044
991	776337	6260
992	777006	5477
993	777699	4694
994	778363	3911
995	779022	3128
996	779706	2346
997	780453	1564
998	781187	781
999	781871	0
