iter	RMSE
264	0.8581306604
265	0.8580755372
266	0.8580085705
267	0.857870273
268	0.8578243095
269	0.8577670637
270	0.8577106048
271	0.8576610929
272	0.8576035386
273	0.8575531914
274	0.8574791579
275	0.8574361767
276	0.8573770018
277	0.8573233377
278	0.857206573
279	0.8571479471
280	0.8570839853
281	0.8569695797
282	0.8569153716
283	0.8568427594
284	0.8567984172
285	0.856742033
286	0.8565538637
287	0.856520409
288	0.8563227548
289	0.8562648063
290	0.8562254138
291	0.8560704489
292	0.8560158848
293	0.8559701178
294	0.8558158325
295	0.8557620173
296	0.8556276203
297	0.8555563656
298	0.8554738687
299	0.8554341255
300	0.8553940226
301	0.8553462783
302	0.8552916029
303	0.8552472876
304	0.8551906162
305	0.8551430782
306	0.8550193864
307	0.8549628141
308	0.8549029807
309	0.8548644824
310	0.8547451901
311	0.8546929606
312	0.8546342074
313	0.8545517498
314	0.8545192659
315	0.8544057446
316	0.8543567329
317	0.8543097191
318	0.8542585807
319	0.8541949475
320	0.8541668902
321	0.8539313493
322	0.8538855997
323	0.8538454162
324	0.8537777144
325	0.8537236998
326	0.8536677431
327	0.8536133039
328	0.8535623989
329	0.8535050809
330	0.8534535208
331	0.8534224826
332	0.8533822185
333	0.8533091068
334	0.8532626255
335	0.8532213341
336	0.8531499115
337	0.8531006432
338	0.8530376187
339	0.8529770026
340	0.8529346818
341	0.8528695418
342	0.852786115
343	0.852741393
344	0.8526939753
345	0.8526470635
346	0.852598612
347	0.8524717242
348	0.8524279316
349	0.8522469137
350	0.8522040461
351	0.8521041104
352	0.8520578613
353	0.851951758
354	0.8518897903
355	0.8517680697
356	0.8517207936
357	0.851675434
358	0.8515549802
359	0.8515132218
360	0.8514138701
361	0.8513648134
362	0.851312791
363	0.8512141565
364	0.8511691343
365	0.8511117896
366	0.8510382377
367	0.8509874029
368	0.8509315593
369	0.850892079
370	0.8508434454
371	0.8507900619
372	0.850695046
373	0.8505960318
374	0.8505625381
375	0.8504768553
376	0.8504224926
377	0.8503754352
378	0.850329002
379	0.8502988758
380	0.8502579184
381	0.8502124989
382	0.850171974
383	0.8501318286
384	0.8500780442
385	0.8500022285
386	0.8499749722
387	0.8498967111
388	0.8498478023
389	0.849715251
390	0.8496413016
391	0.8495341464
392	0.8494865338
393	0.8494469172
394	0.8494111037
395	0.8493544897
396	0.8493028002
397	0.8492345193
398	0.849184334
399	0.8491320569
400	0.8489900332
401	0.8489143693
402	0.8488687898
403	0.8488379063
404	0.8487942926
405	0.8487066511
406	0.848664311
407	0.8486303887
408	0.8485867212
409	0.8485053777
410	0.8484754688
411	0.8484207023
412	0.8483960754
413	0.8483480834
414	0.8482066316
415	0.8481665792
416	0.8481188758
417	0.8480254974
418	0.848003744
419	0.8479744994
420	0.8479387151
421	0.8478980297
422	0.847860572
423	0.8478099837
424	0.8477701787
425	0.8477410698
426	0.847706398
427	0.8476554541
428	0.8475987692
429	0.847569417
430	0.8475442584
431	0.8475051467
432	0.8474656977
433	0.8474215396
434	0.8473911317
435	0.8473361437
436	0.8473003052
437	0.8472627185
438	0.8471942698
439	0.8470945895
440	0.847061763
441	0.8469654587
442	0.8469309113
443	0.8468978914
444	0.8468666852
445	0.8468128965
446	0.8467542842
447	0.8467136294
448	0.8466863358
449	0.8466490315
450	0.8466188717
451	0.8465851484
452	0.8465473471
453	0.8465250815
454	0.8464794505
455	0.846449316
456	0.8463996518
457	0.8463606733
458	0.8463202183
459	0.8462242814
460	0.8461784604
461	0.8461285686
462	0.8460999425
463	0.8460571637
464	0.8460288279
465	0.8459826411
466	0.8459351535
467	0.8458935945
468	0.8457998346
469	0.8457659291
470	0.8456959562
471	0.8456185424
472	0.8455881409
473	0.8455361947
474	0.8454852748
475	0.8454461683
476	0.8454066476
477	0.8453250044
478	0.8452777802
479	0.8452373436
480	0.8451923141
481	0.8451315531
482	0.8450815301
483	0.8450537051
484	0.8450065353
485	0.8449600791
486	0.8448702682
487	0.8448452544
488	0.8447619729
489	0.8447270081
490	0.8446789299
491	0.8446513768
492	0.8445969671
493	0.8445541593
494	0.8445245562
495	0.8444963792
496	0.8444569187
497	0.8444141705
498	0.8443504998
499	0.844300452
500	0.8442656603
501	0.844228632
502	0.8441942851
503	0.8441587497
504	0.8441276685
505	0.8440940705
506	0.8440501014
507	0.8440071246
508	0.8439609786
509	0.8439426088
510	0.8439143441
511	0.8438678486
512	0.8438267613
513	0.8437747154
514	0.8437385906
515	0.843714775
516	0.8436842357
517	0.8436491674
518	0.8436066551
519	0.8435846083
520	0.8435432225
521	0.8435153988
522	0.8434844034
523	0.8434577679
524	0.8434090885
525	0.8433808124
526	0.8433537499
527	0.8432993663
528	0.8432434705
529	0.8432026355
530	0.8431662411
531	0.8431445647
532	0.8431004231
533	0.8430638995
534	0.8430351095
535	0.8430149923
536	0.8429862047
537	0.8429075063
538	0.8428791284
539	0.8428354631
540	0.8427954308
541	0.8427679386
542	0.8427269631
543	0.8426963791
544	0.8426651365
545	0.8426230667
546	0.8425849277
547	0.8425515657
548	0.8425221798
549	0.8424942622
550	0.8424520914
551	0.8424290908
552	0.8424097284
553	0.8423824108
554	0.8423077364
555	0.8422730619
556	0.8422506238
557	0.8422051663
558	0.8421757806
559	0.842141838
560	0.842115352
561	0.8420582903
562	0.8420117024
563	0.8419792034
564	0.8419541571
565	0.8418875787
566	0.8418494535
567	0.8417752066
568	0.8417390062
569	0.8417075902
570	0.8416268806
571	0.8416009863
572	0.8415597416
573	0.8415300184
574	0.8415020031
575	0.8414740997
576	0.8414310751
577	0.8413979392
578	0.841340279
579	0.8413090599
580	0.8412751888
581	0.8412151639
582	0.8411805255
583	0.8411422609
584	0.8410998981
585	0.8410567996
586	0.8410215396
587	0.8409996281
588	0.8409684914
589	0.8409395958
590	0.8409114225
591	0.8408603689
592	0.8408416649
593	0.8408050752
594	0.8407545375
595	0.8407347947
596	0.8406976855
597	0.8406408044
598	0.8406082009
599	0.8405856777
600	0.8405603556
601	0.8405359796
602	0.840509127
603	0.8404680902
604	0.8404425277
605	0.8404104469
606	0.8403907896
607	0.8403587872
608	0.8403365598
609	0.8403094221
610	0.8402797244
611	0.8402585394
612	0.8402297974
613	0.8402053479
614	0.8401766789
615	0.8401122621
616	0.8400803404
617	0.840053806
618	0.8400280453
619	0.8400002626
620	0.8399684239
621	0.8399331863
622	0.8399095006
623	0.8398382182
624	0.8397964184
625	0.8397730394
626	0.8397458649
627	0.8397206609
628	0.83969785
629	0.8396796333
630	0.8396645832
631	0.839607779
632	0.839579159
633	0.8395197594
634	0.8395005195
635	0.8394724173
636	0.8394359409
637	0.8394058929
638	0.8393663883
639	0.8393521332
640	0.8393223858
641	0.8392965021
642	0.8392761723
643	0.8392386507
644	0.8392158777
645	0.8391936844
646	0.8391689499
647	0.8391309824
648	0.8390940605
649	0.8390401201
650	0.8389884672
651	0.8389577591
652	0.8389360618
653	0.838868027
654	0.8388155021
655	0.8387487444
656	0.8387149285
657	0.8386399749
658	0.8385824245
659	0.8385497737
660	0.8385258174
661	0.8385000922
662	0.8384352052
663	0.8383931572
664	0.8383714617
665	0.838337033
666	0.8383147234
667	0.8382748936
668	0.8382460816
669	0.8382245955
670	0.8381948329
671	0.8381556119
672	0.8381055233
673	0.8380641981
674	0.8380403838
675	0.8380104132
676	0.8379819922
677	0.8379544961
678	0.8379252358
679	0.8378953208
680	0.8378676263
681	0.8378319134
682	0.8377984046
683	0.837770887
684	0.8377415577
685	0.8376780785
686	0.8376350812
687	0.8376206665
688	0.8375733992
689	0.8375492564
690	0.8375072452
691	0.8374789086
692	0.8374653674
693	0.8374431898
694	0.8374038306
695	0.8373820477
696	0.8373566232
697	0.8373320281
698	0.8373079396
699	0.8372707726
700	0.83723569
701	0.8372103886
702	0.8371833905
703	0.8371513371
704	0.8371247781
705	0.8371052292
706	0.8370818757
707	0.8370422167
708	0.8369831688
709	0.8369540816
710	0.8368901543
711	0.8368625294
712	0.8368386918
713	0.8368183001
714	0.8367985045
715	0.8367838518
716	0.8367599876
717	0.8366990646
718	0.8366748829
719	0.8366403053
720	0.8366147355
721	0.8365767657
722	0.8365518347
723	0.8365179438
724	0.8364953603
725	0.8364636815
726	0.8364273609
727	0.8364081482
728	0.8363775149
729	0.8363274627
730	0.8363022759
731	0.8362780206
732	0.8362592458
733	0.8362417637
734	0.8362276615
735	0.836200826
736	0.8361555898
737	0.8361114858
738	0.8360799449
739	0.8360575583
740	0.8360286129
741	0.8360023973
742	0.8359692813
743	0.8359555735
744	0.8359000491
745	0.8358758366
746	0.8358540053
747	0.8358083525
748	0.8357818803
749	0.8357434666
750	0.835721458
751	0.8356949468
752	0.8356756791
753	0.8356438755
754	0.8356073246
755	0.835583496
756	0.8355654318
757	0.8355477455
758	0.8355256317
759	0.8355052015
760	0.8354830395
761	0.835437584
762	0.8354162049
763	0.8353959064
764	0.8353719921
765	0.8353589847
766	0.8352985096
767	0.8352726102
768	0.835236662
769	0.8352241835
770	0.8352025365
771	0.8351811523
772	0.8351609528
773	0.8351334351
774	0.83511263
775	0.8350876143
776	0.8350685744
777	0.8350437077
778	0.8350225683
779	0.8349951524
780	0.8349323949
781	0.8348918396
782	0.8348731177
783	0.834816634
784	0.8347943181
785	0.8347749883
786	0.8347570809
787	0.8347361843
788	0.8347036808
789	0.8346826512
790	0.8346520007
791	0.8346232739
792	0.834601342
793	0.8345687204
794	0.8345496476
795	0.8345191131
796	0.8344957411
797	0.8344770356
798	0.834449275
799	0.8344130156
800	0.8343834017
801	0.8343304132
802	0.8343052886
803	0.8342651075
804	0.8342479986
805	0.8342230075
806	0.8341921036
807	0.8341603124
808	0.8341107135
809	0.8340861587
810	0.8340610929
811	0.8340299124
812	0.8340123361
813	0.8339937869
814	0.8339676908
815	0.833943563
816	0.8338879501
817	0.833863762
818	0.8338488065
819	0.833825049
820	0.8338046646
821	0.8337832074
822	0.8337410481
823	0.8337225877
824	0.8337080984
825	0.8336705637
826	0.833652816
827	0.8336119923
828	0.833591828
829	0.8335379281
830	0.8335178707
831	0.833494282
832	0.8334624753
833	0.8334260365
834	0.8334053415
835	0.8333871546
836	0.8333653228
837	0.8333285614
838	0.8333019077
839	0.8332723223
840	0.8332525146
841	0.8332229548
842	0.8331876968
843	0.8331780892
844	0.8331599071
845	0.8331319106
846	0.8331120827
847	0.8330946646
848	0.8330673449
849	0.8330463865
850	0.8330224521
851	0.8329901649
852	0.8329688636
853	0.8329524808
854	0.8329245644
855	0.832900047
856	0.8328819157
857	0.8328558767
858	0.8328306996
859	0.832786438
860	0.8327690635
861	0.8327518201
862	0.8327367121
863	0.8327070784
864	0.8326522085
865	0.8325951899
866	0.8325730232
867	0.8325400423
868	0.8325263225
869	0.8325052136
870	0.8324538928
871	0.8324255191
872	0.8324015507
873	0.8323841406
874	0.8323637246
875	0.8323536055
876	0.8323268752
877	0.8322789038
878	0.8322260661
879	0.8322089874
880	0.8321886521
881	0.8321520694
882	0.8321302163
883	0.8321014791
884	0.8320782673
885	0.8320525269
886	0.8320319476
887	0.8320026055
888	0.8319868715
889	0.8319729247
890	0.8319560846
891	0.8319382261
892	0.8319210044
893	0.8319032436
894	0.8318820698
895	0.8318669958
896	0.8318349272
897	0.8318127817
898	0.8317901392
899	0.8317666571
900	0.8317528863
901	0.8317418837
902	0.83171446
903	0.8316877336
904	0.8316637733
905	0.8316545235
906	0.831632573
907	0.8316094675
908	0.8315891794
909	0.8315730705
910	0.8315611991
911	0.8315420502
912	0.8315301643
913	0.8315123889
914	0.8314961583
915	0.8314778517
916	0.8314501282
917	0.8314269763
918	0.8314025777
919	0.8313933507
920	0.8313782337
921	0.8313564659
922	0.8313392876
923	0.8313006402
924	0.831270872
925	0.8312487637
926	0.8312273742
927	0.8312097645
928	0.8311867704
929	0.8311691796
930	0.8311537874
931	0.8311362487
932	0.8311102269
933	0.8310893803
934	0.8310642835
935	0.8310517724
936	0.8310287497
937	0.8309813669
938	0.83095855
939	0.830923546
940	0.8309064365
941	0.8308859319
942	0.8308645046
943	0.8308529212
944	0.8308369923
945	0.8308205773
946	0.83080455
947	0.8307838148
948	0.8307695053
949	0.8307535557
950	0.830726966
951	0.8307105828
952	0.8306852643
953	0.8306586998
954	0.8306381339
955	0.8306203964
956	0.8305941456
957	0.8305756721
958	0.8305601273
959	0.830547886
960	0.8305306493
961	0.8305039114
962	0.8304858624
963	0.8304712903
964	0.8304468973
965	0.830426051
966	0.8304085758
967	0.8303913528
968	0.830361957
969	0.830339993
970	0.8303200841
971	0.830296564
972	0.8302724549
973	0.8302640255
974	0.8302487078
975	0.8302336918
976	0.8301901743
977	0.8301409259
978	0.830117717
979	0.8300875851
980	0.8300716648
981	0.8300555124
982	0.830033406
983	0.8300081699
984	0.8299821546
985	0.8299625488
986	0.8299128225
987	0.8298976466
988	0.8298623586
989	0.8298355783
990	0.829816792
991	0.8298026596
992	0.8297866184
993	0.8297779656
994	0.8297602061
995	0.829747017
996	0.829720797
997	0.8297018123
998	0.829670261
999	0.8296603989
